[Header]
TITLE,20220201-VERTICAL_2.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,2.8,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,985.272,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
3853002764.70026,,1857,12.2003,12.2003,4999.8486,9.8999999E-6,12.303073,0.25650308,16.68106,0.0252,25.109618,0.04867,72.514768,0.07161,0.43231237,5.4449997,0.01679489,98.640001,,,1,,,,1.3396397E-5,10.897933,151.36561,1.355845,0
3853002915.22331,,1857,11.8998,11.8998,4999.8604,9.8999999E-6,11.998385,0.25002285,16.408143,0.02806,23.663262,0.04949,70.292823,0.07974,0.6562289,5.4427947,0.016435962,98.649835,,,1,,,,1.2992859E-5,10.889999,143.96125,1.3675292,0
3853003064.91906,,1857,11.5999,11.5999,4999.8726,9.8999999E-6,11.695882,0.2434399,16.170205,0.02743,22.284686,0.05112,68.23806,0.07796,0.48827516,5.4461358,0.015157302,98.735902,,,1,,,,1.2602582E-5,10.885589,136.79365,1.3825554,0
3853003216.3621,,1857,11.2996,11.2996,4999.8843,9.8999999E-6,11.392374,0.23660427,15.982841,0.02703,20.945387,0.05143,66.366302,0.07681,0.49606876,5.4713121,0.015143752,98.719523,,,1,,,,1.2203771E-5,10.892272,129.7862,1.402942,0
3853003365.87948,,1857,10.9997,10.9997,4999.8364,9.8999999E-6,11.090166,0.23006504,15.809472,0.02516,19.642455,0.04878,64.570681,0.07151,0.45025755,5.4842957,0.01364035,98.825305,,,1,,,,1.1841666E-5,10.942624,122.99178,1.4255397,0
3853003515.57978,,1857,10.6996,10.6996,4999.8604,9.8999999E-6,10.78741,0.22309643,15.664895,0.02424,18.371068,0.04399,62.888426,0.06888,0.53010362,5.5401764,0.013915441,98.785235,,,1,,,,1.1421463E-5,10.968591,116.36822,1.4521461,0
3853003665.72048,,1857,10.3997,10.3997,4999.8843,9.8999999E-6,10.48525,0.21739055,15.511084,0.02104,17.132634,0.03867,61.212884,0.05978,0.35606848,5.5792264,0.012828977,98.858576,,,1,,,,1.1037415E-5,11.080353,109.94047,1.4793242,0
3853003816.55379,,1857,10.1002,10.1002,4999.8604,9.8999999E-6,10.183153,0.21073645,15.386876,0.01946,15.947779,0.03433,59.675046,0.05529,0.52268889,5.6529429,0.012935258,98.830397,,,1,,,,1.062369E-5,11.158453,103.69661,1.5110129,0
3853003994.94605,,1857,9.78649,9.78649,4999.8486,9.8999999E-6,9.8280844,0.20311361,15.185134,0.02588,14.610989,0.03057,57.764936,0.07355,0.58434952,5.6131508,0.0083932863,99.207923,,,1,,,,1.0336925E-5,11.305886,96.591242,1.5450757,0
3853004147.04522,,1857,9.50047,9.50047,4999.8726,9.8999999E-6,9.5182752,0.19373161,15.234119,0.01699,13.499622,0.02783,56.792777,0.04829,0.43828688,5.8426388,0.011512489,98.910566,,,1,,,,9.7827369E-6,11.226302,90.597563,1.6005126,0
3853004306.62753,,1857,9.18967,9.18967,4999.8125,9.8999999E-6,9.2025314,0.18887593,15.151956,0.02485,12.413249,0.02496,55.472908,0.07063,0.048375792,5.8315538,0.0091854536,99.091445,,,1,,,,9.5651789E-6,11.685278,84.686583,1.6464987,0
3853004462.20633,,1857,8.90043,8.90043,4999.8125,9.8999999E-6,8.9084541,0.18038282,15.207351,0.01541,11.44805,0.02229,54.665132,0.04379,0.42950249,6.1020281,0.010789416,98.9291,,,1,,,,9.0192377E-6,11.663108,79.360554,1.7070695,0
3853004617.30976,,1857,8.59975,8.59975,4999.8604,9.8999999E-6,8.6061807,0.17637036,15.222111,0.01436,10.496773,0.02001,53.755802,0.04082,0.49272136,6.2697114,0.01033314,98.947845,,,1,,,,8.633027E-6,12.204056,74.066345,1.7687417,0
3853004774.82754,,1857,8.3002,8.3002,4999.8843,9.8999999E-6,8.3028431,0.17007639,15.239048,0.01265,9.593633,0.01865,52.900795,0.03594,0.80395038,6.4666703,0.010128687,98.941116,,,1,,,,8.2392977E-6,12.539423,68.937203,1.8354012,0
3853004933.61738,,1857,7.99976,7.99976,4999.8843,9.8999999E-6,7.9993611,0.16383215,15.269436,0.0129,8.736446,0.01812,52.129966,0.03666,0.47162545,6.6966895,0.010320844,98.890412,,,1,,,,7.845054E-6,12.933341,63.989778,1.9088319,0
3853005094.64464,,1857,7.70009,7.70009,4999.8364,9.8999999E-6,7.6969378,0.15787188,15.320327,0.01262,7.9219795,0.01771,51.460125,0.03586,0.8201758,6.9333869,0.0094853047,98.944759,,,1,,,,7.478815E-6,13.393379,59.242851,1.9904444,0
3853005257.02772,,1857,7.39998,7.39998,4999.8604,9.8999999E-6,7.3940841,0.15125225,15.383844,0.01314,7.1500971,0.01671,50.868748,0.03736,0.56885731,7.2005255,0.0092571228,98.930248,,,1,,,,7.1210865E-6,13.866774,54.672479,2.0805611,0
3853005421.97046,,1857,7.10013,7.10013,4999.8604,9.8999999E-6,7.0912906,0.14492272,15.431657,0.01147,6.4144503,0.01484,50.268979,0.03259,2.1198709,7.483236,0.0086359807,98.957583,,,1,,,,6.771464E-6,14.401051,50.286402,2.1761422,0
3853005587.09971,,1857,6.7998,6.7998,4999.8364,9.8999999E-6,6.7885636,0.13846931,15.472958,0.01289,5.7208232,0.01254,49.692723,0.03664,0.45126859,7.8285105,0.0082982273,98.953208,,,1,,,,6.4002949E-6,14.966472,46.084596,2.2792683,0
3853005755.50274,,1857,6.49992,6.49992,4999.8486,9.8999999E-6,6.4862259,0.13252444,15.4823,0.01142,5.0657103,0.01034,49.06416,0.03245,0.99077104,8.1784422,0.0077235949,98.973545,,,1,,,,6.0492871E-6,15.657021,42.071127,2.3869505,0
3853005927.92539,,1857,6.20007,6.20007,4999.8364,9.8999999E-6,6.1838623,0.1261109,15.501854,0.01183,4.4522448,0.008617,48.506264,0.03362,2.4221895,8.5717926,0.007297505,98.971835,,,1,,,,5.7073556E-6,16.356884,38.240153,2.5068239,0
3853006101.28088,,1857,5.90056,5.90056,4999.9204,9.8999999E-6,5.8816223,0.11982895,15.451439,0.0119,3.8867759,0.007397,47.797524,0.03382,2.2698453,8.9850447,0.0069154349,98.962284,,,1,,,,5.366791E-6,17.143585,34.593481,2.627071,0
3853006277.78938,,1857,5.59978,5.59978,4999.8843,9.8999999E-6,5.5802452,0.11369331,15.365037,0.01178,3.3728998,0.006639,47.038103,0.03346,10.789574,9.4264511,0.0062169085,99.001958,,,1,,,,5.0333897E-6,17.970089,31.139137,2.7534698,0
3853006458.2893,,1857,5.29993,5.29993,4999.8486,9.8999999E-6,5.2764575,0.10756709,15.2069,0.01407,2.9097945,0.006268,46.125596,0.03997,1.3441601,9.884301,0.0057456773,99.00905,,,1,,,,4.7075743E-6,18.852902,27.841004,2.8820283,0
3853006639.47395,,1857,5.00017,5.00017,4999.8726,9.8999999E-6,4.975472,0.10160708,14.97515,0.0133,2.4971772,0.006063,45.054378,0.0378,3.2876221,10.403344,0.0055499348,98.97271,,,1,,,,4.3708875E-6,19.768602,24.755322,3.0097947,0
3853006825.972,,1857,4.70015,4.70015,4999.8486,9.8999999E-6,4.6755362,0.095859604,14.670068,0.01276,2.1205347,0.005752,43.810739,0.03628,1.1931718,10.883194,0.0050618528,98.981766,,,1,,,,4.0630576E-6,20.806687,21.860639,3.1376226,0
3853007016.56941,,1857,4.39982,4.39982,4999.8242,9.8999999E-6,4.37547,0.09021024,14.229861,0.01294,1.7687226,0.005104,42.207923,0.03679,1.9785601,11.356011,0.0046406756,98.973322,,,1,,,,3.7521977E-6,21.766388,19.144738,3.2521904,0
3853007210.60954,,1857,4.10024,4.10024,4999.9082,9.8999999E-6,4.0762747,0.084427626,13.75846,0.01083,1.4449283,0.004204,40.544473,0.03077,0.83738197,11.894114,0.004127368,98.981371,,,1,,,,3.4414204E-6,22.712022,16.616016,3.3752533,0
3853007410.55535,,1857,3.79963,3.79963,4999.8242,9.8999999E-6,3.7753957,0.073746352,14.681647,0.02168,1.1544339,0.003276,42.877545,0.06162,1.4275235,13.665924,0.004084999,98.847148,,,1,,,,3.1722115E-6,23.788229,14.253613,3.8887705,0
3853007618.89427,,1857,3.49991,3.49991,4999.8486,9.8999999E-6,3.4792207,0.071076203,14.497923,0.02386,0.90973524,0.002553,42.110728,0.0678,1.4692477,14.844662,0.0037785799,98.782152,,,1,,,,2.8702462E-6,27.331848,12.104977,4.167003,0
3853007838.26269,,1857,3.19983,3.19983,4999.8726,9.8999999E-6,3.1842941,0.06836417,13.194369,0.02399,0.70696864,0.002069,38.203449,0.06817,3.7096126,14.869474,0.0032684291,98.775893,,,1,,,,2.599933E-6,29.689324,10.139729,4.1435772,0
3853008057.12115,,1857,2.89981,2.89981,4999.8604,9.8999999E-6,2.8869091,0.063816348,11.391286,0.01793,0.53890591,0.001737,32.911288,0.05096,2.7338785,14.365761,0.0026441474,98.844735,,,1,,,,2.3168642E-6,29.738948,8.3342441,3.9458417,0
3853008272.01576,,1857,2.59995,2.59995,4999.8726,9.8999999E-6,2.5924742,0.057188064,9.9037885,0.01433,0.40329574,0.00148,28.548425,0.04071,2.5932736,14.130372,0.0022790097,98.828987,,,1,,,,2.0436303E-6,28.731523,6.7209224,3.8202072,0
3853008484.42794,,1857,2.29985,2.29985,4999.8604,9.8999999E-6,2.3004225,0.051058625,8.6305926,0.01143,0.29518228,0.001249,24.822074,0.03248,0.81902003,14.021439,0.001887369,98.841674,,,1,,,,1.7905526E-6,28.260743,5.2919437,3.7517424,0
3853008698.32777,,1857,2.00003,2.00003,4999.8125,9.8999999E-6,2.0086009,0.045364406,7.4847959,0.01096,0.2115002,0.001043,21.482204,0.03114,0.39910574,14.132175,0.0016920969,98.756907,,,1,,,,1.5388532E-6,28.042878,4.0344774,3.726373,0
3853009140.3611,Error: Warning: Current field is 6999.7852 Oe;
3853009140.3848,Error: but addenda was obtained at 0.14392263 Oe.
3853009252.10261,,1857,19.9997,19.9997,6999.7495,9.8999999E-6,20.175596,0.42934481,30.899083,0.07763,77.497669,0.1813,165.30838,0.2206,5.4626598,7.2547489,0.038643217,97.880565,,,1,,,,2.29262E-5,14.182561,407.05465,1.5315078,0
3853009412.04149,,1857,19.6994,19.6994,6999.7607,9.8999999E-6,19.889299,0.42358015,30.130183,0.08121,75.152569,0.1767,160.77817,0.2308,0.27214429,7.0475861,0.031209569,98.234555,,,1,,,,2.2930032E-5,14.509498,395.5842,1.5148942,0
3853009568.53114,,1857,19.3996,19.3996,6999.7373,9.8999999E-6,19.583831,0.41263305,29.449293,0.08122,72.672797,0.1679,156.36341,0.2308,0.22020693,6.9634492,0.032722542,98.125913,,,1,,,,2.257832E-5,14.095172,383.52644,1.5037555,0
3853009725.84444,,1857,19.1005,19.1005,6999.7729,9.8999999E-6,19.280524,0.40651029,28.739546,0.07514,70.199893,0.1569,151.87351,0.2135,0.2495318,6.8747688,0.032220751,98.129231,,,1,,,,2.2213812E-5,13.926898,371.7386,1.4905999,0
3853009882.37671,,1857,18.7996,18.7996,6999.7607,9.8999999E-6,18.976394,0.40012538,28.063771,0.07203,67.755074,0.1455,147.50824,0.2047,0.19588188,6.7824523,0.030094106,98.226388,,,1,,,,2.186382E-5,13.749538,360.10353,1.478878,0
3853010037.68076,,1857,18.4999,18.4999,6999.7607,9.8999999E-6,18.67274,0.39344524,27.401997,0.06699,65.366636,0.1355,143.23913,0.1904,0.23861995,6.6917314,0.028970697,98.267206,,,1,,,,2.1517439E-5,13.564905,348.67122,1.4674867,0
3853010194.12196,,1857,18.1996,18.1996,6999.7974,9.8999999E-6,18.367807,0.38687207,26.750092,0.06496,63.023204,0.1284,139.04308,0.1846,0.21600439,6.6225874,0.029797949,98.197379,,,1,,,,2.1111012E-5,13.383463,337.37633,1.4563574,0
3853010348.88738,,1857,17.9003,17.9003,6999.7607,9.8999999E-6,18.065035,0.38103414,26.079303,0.0618,60.745063,0.1254,134.85866,0.1756,0.25398202,6.5226062,0.026816331,98.349903,,,1,,,,2.0780782E-5,13.245175,326.34548,1.4436343,0
3853010501.43515,,1857,17.6006,17.6006,6999.7607,9.8999999E-6,17.760213,0.3737937,25.442181,0.06165,58.525887,0.1267,130.82887,0.1752,0.28250056,6.4659153,0.029351626,98.176738,,,1,,,,2.0348914E-5,13.045212,315.42518,1.432538,0
3853010654.62149,,1857,17.2996,17.2996,6999.7974,9.8999999E-6,17.457521,0.36808404,24.861116,0.06178,56.340583,0.1292,126.99227,0.1756,0.27087531,6.3828997,0.026897367,98.303638,,,1,,,,2.0002421E-5,12.931831,304.76504,1.424092,0
3853010806.12825,,1857,17.0001,17.0001,6999.7852,9.8999999E-6,17.153786,0.36129381,24.261303,0.05911,54.184828,0.1288,123.13193,0.168,0.24338098,6.3046926,0.026602083,98.298362,,,1,,,,1.9636658E-5,12.765799,294.25237,1.414341,0
3853010958.97555,,1857,16.6999,16.6999,6999.7852,9.8999999E-6,16.850211,0.35488271,23.690027,0.05661,52.062746,0.1225,119.38636,0.1609,0.33254956,6.2431788,0.027094584,98.246338,,,1,,,,1.9231708E-5,12.609385,283.92961,1.4059187,0
3853011111.84713,,1857,16.3996,16.3996,6999.8096,9.8999999E-6,16.547132,0.34873449,23.146186,0.05303,49.97413,0.112,115.75223,0.1507,0.34189504,6.1659771,0.025199953,98.343821,,,1,,,,1.8875244E-5,12.486358,273.80756,1.3988035,0
3853011264.77178,,1857,16.0999,16.0999,6999.7495,9.8999999E-6,16.243715,0.34197991,22.603878,0.04864,47.91719,0.1006,112.15413,0.1382,0.3845802,6.0948174,0.02447408,98.368122,,,1,,,,1.8502108E-5,12.331954,263.85828,1.3915461,0
3853011417.17791,,1857,15.7998,15.7998,6999.7373,9.8999999E-6,15.940973,0.33554538,22.098307,0.04552,45.900908,0.09125,108.70109,0.1294,0.39739925,6.0305149,0.022737566,98.462277,,,1,,,,1.8119492E-5,12.189635,254.11462,1.3862583,0
3853011568.02255,,1857,15.4997,15.4997,6999.833,9.8999999E-6,15.637162,0.32894038,21.598442,0.04371,43.920114,0.08483,105.29975,0.1242,0.30844522,5.9744604,0.023503817,98.390123,,,1,,,,1.7723356E-5,12.06103,244.52082,1.3812252,0
3853011718.74845,,1857,15.2002,15.2002,6999.7607,9.8999999E-6,15.33408,0.32245547,21.114112,0.04208,42.009018,0.08107,102.01226,0.1196,0.35636713,5.91695,0.022914861,98.408872,,,1,,,,1.7337503E-5,11.948921,235.134,1.3769403,0
3853011868.54304,,1857,14.9009,14.9009,6999.7495,9.8999999E-6,15.030674,0.31589538,20.640438,0.03992,40.131383,0.07954,98.78851,0.1134,0.36918279,5.8601681,0.022144471,98.440472,,,1,,,,1.6952138E-5,11.8339,225.92116,1.373221,0
3853012018.3903,,1857,14.6005,14.6005,6999.7974,9.8999999E-6,14.727626,0.30930662,20.192929,0.039,38.30943,0.07929,95.694803,0.1108,0.37862178,5.8133411,0.021383247,98.474247,,,1,,,,1.6553297E-5,11.720336,216.90297,1.3710919,0
3853012168.9002,,1857,14.2999,14.2999,6999.8208,9.8999999E-6,14.424918,0.30283361,19.781687,0.04155,36.535798,0.0788,92.752481,0.1181,0.45097395,5.7655058,0.020211369,98.537263,,,1,,,,1.6175521E-5,11.626682,208.07826,1.3713553,0
3853012318.69231,,1857,13.9998,13.9998,6999.7729,9.8999999E-6,14.121427,0.29607363,19.385454,0.03885,34.797903,0.07655,89.888549,0.1104,0.41187927,5.7290712,0.020152541,98.522745,,,1,,,,1.5778579E-5,11.531012,199.41469,1.3727688,0
3853012467.98269,,1857,13.7,13.7,6999.833,9.8999999E-6,13.819772,0.28943864,19.005981,0.03634,33.104873,0.07211,87.117111,0.1033,0.37649529,5.6934897,0.020338488,98.488959,,,1,,,,1.5391744E-5,11.458142,190.9861,1.3752745,0
3853012618.88307,,1857,13.3998,13.3998,6999.7729,9.8999999E-6,13.513853,0.28264455,18.678642,0.0345,31.419358,0.06625,84.501347,0.09806,0.41888615,5.6688402,0.01968953,98.517489,,,1,,,,1.4995111E-5,11.386979,182.62422,1.3821848,0
3853012768.86581,,1857,13.1,13.1,6999.8208,9.8999999E-6,13.212019,0.27616396,18.353008,0.03169,29.784189,0.06011,81.940774,0.09006,0.35784006,5.6432078,0.018427299,98.592299,,,1,,,,1.460452E-5,11.33768,174.55746,1.3891145,0
3853012919.67857,,1857,12.7996,12.7996,6999.7495,9.8999999E-6,12.909403,0.26966369,18.047483,0.02882,28.175321,0.05454,79.463649,0.08191,0.4785165,5.6225701,0.017105779,98.67345,,,1,,,,1.421237E-5,11.286416,166.65268,1.3980107,0
3853013070.80099,,1857,12.4998,12.4998,6999.8096,9.8999999E-6,12.607322,0.26307528,17.758413,0.02704,26.61388,0.05045,77.080712,0.07683,0.41536975,5.6122355,0.016594295,98.694374,,,1,,,,1.3812522E-5,11.24514,158.94456,1.4085793,0
3853013222.35509,,1857,12.1996,12.1996,6999.7974,9.8999999E-6,12.304105,0.25673233,17.474428,0.02586,25.10665,0.04867,74.766438,0.07348,0.30396884,5.6184477,0.016616263,98.675994,,,1,,,,1.3386318E-5,11.224471,151.391,1.4202112,0
3853013373.44731,,1857,11.9003,11.9003,6999.7974,9.8999999E-6,11.999122,0.25007736,17.244501,0.02748,23.658847,0.04949,72.665215,0.07809,0.43562556,5.6181155,0.015025775,98.783248,,,1,,,,1.3006748E-5,11.236895,143.97892,1.4371469,0
3853013524.31379,,1857,11.6003,11.6003,6999.7852,9.8999999E-6,11.696655,0.24315263,17.044117,0.02818,22.281562,0.05112,70.718468,0.08008,0.54313557,5.6450538,0.015414953,98.735531,,,1,,,,1.2602981E-5,11.236231,136.81175,1.4571787,0
3853013675.48104,,1857,11.3004,11.3004,6999.7974,9.8999999E-6,11.3935,0.23671664,16.860717,0.02718,20.944048,0.05143,68.859757,0.07725,0.38203572,5.6713986,0.01471272,98.774661,,,1,,,,1.2214705E-5,11.290108,129.81184,1.479854,0
3853013825.98551,,1857,10.9999,10.9999,6999.7852,9.8999999E-6,11.091199,0.22985416,16.719971,0.02587,19.641853,0.04878,67.157583,0.07352,0.48952297,5.721638,0.014869216,98.744039,,,1,,,,1.1812406E-5,11.342797,123.01469,1.507499,0
3853013978.74235,,1857,10.6999,10.6999,6999.7852,9.8999999E-6,10.788683,0.22334271,16.622578,0.02506,18.371365,0.04399,65.610318,0.07122,0.48141214,5.7763374,0.01358298,98.833029,,,1,,,,1.1428152E-5,11.443276,116.39568,1.5407421,0
3853014129.99577,,1857,10.3996,10.3996,6999.7373,9.8999999E-6,10.485868,0.21668205,16.526217,0.02148,17.13918,0.03869,64.104289,0.06104,0.52620297,5.8546187,0.014096759,98.769575,,,1,,,,1.1022746E-5,11.552675,109.95343,1.5760466,0
3853014283.60751,,1857,10.1003,10.1003,6999.7729,9.8999999E-6,10.184183,0.2106608,16.426787,0.02061,15.955613,0.03436,62.638156,0.05857,0.43626872,5.9367957,0.013189032,98.828166,,,1,,,,1.0620478E-5,11.709237,103.71757,1.6129706,0
3853014463.05626,,1857,9.78687,9.78687,6999.7974,9.8999999E-6,9.8288094,0.20266759,16.128968,0.03058,14.6158,0.03058,60.451986,0.08691,0.61724963,5.8061864,0.0079271593,99.254385,,,1,,,,1.0456678E-5,11.873591,96.605493,1.640989,0
3853014616.33827,,1857,9.50031,9.50031,6999.7974,9.8999999E-6,9.5177122,0.19150975,16.330756,0.01824,13.500771,0.02783,59.910408,0.05185,0.37687108,6.1886174,0.012512453,98.83901,,,1,,,,9.7491183E-6,11.612373,90.586846,1.7158279,0
3853014777.73166,,1857,9.19288,9.19288,6999.7607,9.8999999E-6,9.203676,0.18889857,16.282743,0.02483,12.414927,0.02496,58.688119,0.07055,0.083523839,6.1502738,0.0091317242,99.10783,,,1,,,,9.5958401E-6,12.377235,84.707652,1.7691565,0
3853014934.72954,,1857,8.90011,8.90011,6999.7729,9.8999999E-6,8.9094892,0.18024752,16.362425,0.01726,11.449922,0.0223,57.949559,0.04904,0.58360814,6.4918099,0.011303034,98.898245,,,1,,,,8.9907064E-6,12.300548,79.378998,1.8365167,0
3853015094.74641,,1857,8.60014,8.60014,6999.7852,9.8999999E-6,8.6075176,0.1765423,16.394753,0.01618,10.504154,0.02003,57.095662,0.04597,0.47089395,6.6673336,0.010534288,98.94381,,,1,,,,8.6244609E-6,12.98362,74.089359,1.9047017,0
3853015256.4964,,1857,8.30005,8.30005,6999.7495,9.8999999E-6,8.3040003,0.17019256,16.425643,0.01409,9.5961811,0.01865,56.275473,0.04003,0.60936735,6.8861286,0.010426864,98.92507,,,1,,,,8.2334863E-6,13.334667,68.956421,1.9780398,0
3853015416.65053,,1857,7.99992,7.99992,6999.7974,9.8999999E-6,8.0010975,0.16398239,16.456098,0.01437,8.7403286,0.01812,55.506171,0.04085,0.52615384,7.1200534,0.0099103232,98.946145,,,1,,,,7.8547754E-6,13.772257,64.017561,2.0567301,0
3853015580.85393,,1857,7.69986,7.69986,6999.7974,9.8999999E-6,7.6981457,0.15768219,16.508331,0.01301,7.9246151,0.01771,54.838895,0.03697,0.80654575,7.3826667,0.009702474,98.931571,,,1,,,,7.4868493E-6,14.240107,59.261447,2.1444555,0
3853015746.29971,,1857,7.40023,7.40023,6999.7852,9.8999999E-6,7.3952984,0.15128218,16.548334,0.01306,7.1526565,0.01672,54.180619,0.0371,0.56891022,7.6629902,0.0092978144,98.935316,,,1,,,,7.1278224E-6,14.765333,54.690438,2.237683,0
3853015912.8791,,1857,7.10024,7.10024,6999.8208,9.8999999E-6,7.0923823,0.14525705,16.559934,0.01354,6.4170361,0.01485,53.477964,0.03849,1.2180078,7.9971877,0.0090582233,98.920895,,,1,,,,6.7436526E-6,15.32598,50.301886,2.3348902,0
3853016083.13027,,1857,6.79997,6.79997,6999.7974,9.8999999E-6,6.7896411,0.13906718,16.540614,0.01284,5.723004,0.01255,52.729028,0.03648,0.6527334,8.295155,0.0082452756,98.966341,,,1,,,,6.4094206E-6,15.994375,46.099226,2.4361544,0
3853016256.80027,,1857,6.49956,6.49956,6999.8208,9.8999999E-6,6.4874994,0.13273787,16.472769,0.01203,5.0681745,0.01035,51.881392,0.03418,1.6326088,8.6445609,0.0078699391,98.960325,,,1,,,,6.0530054E-6,16.59031,42.087649,2.5391554,0
3853016431.80636,,1857,6.19971,6.19971,6999.8208,9.8999999E-6,6.1852302,0.12657685,16.372447,0.01238,4.4547118,0.008623,50.982831,0.03518,3.7901611,9.0017773,0.0072910714,98.977271,,,1,,,,5.7124224E-6,17.289122,38.257073,2.6470231,0
3853016606.81739,,1857,5.89978,5.89978,6999.7729,9.8999999E-6,5.883121,0.1204076,16.183169,0.01242,3.8891617,0.007401,49.879378,0.03529,1.8426931,9.3710908,0.0068026511,98.982982,,,1,,,,5.3692135E-6,18.003555,34.611113,2.7507795,0
3853016786.56251,,1857,5.60017,5.60017,6999.8208,9.8999999E-6,5.5816748,0.11436608,15.926225,0.01298,3.3749036,0.006641,48.634923,0.03688,1.0939319,9.7481481,0.006410298,98.973956,,,1,,,,5.0339669E-6,18.742182,31.155093,2.8533058,0
3853016969.4738,,1857,5.3,5.3,6999.7607,9.8999999E-6,5.2784075,0.10847784,15.556675,0.01469,2.9122527,0.00627,47.122065,0.04175,1.1867862,10.104472,0.0058304476,98.997171,,,1,,,,4.705092E-6,19.496296,27.861586,2.9472289,0
3853017154.20539,,1857,4.99996,4.99996,6999.7852,9.8999999E-6,4.9772158,0.10252917,15.081189,0.01376,2.4996466,0.006065,45.358196,0.0391,0.95731794,10.461443,0.0054533737,98.990891,,,1,,,,4.3752314E-6,20.208945,24.772677,3.0300452,0
3853017340.95541,,1857,4.70033,4.70033,6999.7495,9.8999999E-6,4.6767949,0.09680808,14.513959,0.0135,2.1220649,0.005754,43.368628,0.03835,3.359094,10.776159,0.0050814741,98.978244,,,1,,,,4.0620946E-6,20.922886,21.872411,3.1033985,0
3853017531.93373,,1857,4.40036,4.40036,6999.7607,9.8999999E-6,4.376989,0.091172642,13.829512,0.01301,1.7702614,0.005108,41.071728,0.03698,3.7815655,11.037684,0.0045321745,98.996036,,,1,,,,3.755614E-6,21.552318,19.158032,3.159595,0
3853017722.90525,,1857,4.0999,4.0999,6999.7373,9.8999999E-6,4.0776197,0.085458824,13.093184,0.01342,1.4464201,0.004209,38.655349,0.03813,5.1342522,11.351846,0.0041120544,98.985495,,,1,,,,3.4375526E-6,22.075368,16.626983,3.2109871,0
3853017918.28275,,1857,3.80006,3.80006,6999.7729,9.8999999E-6,3.7790434,0.079961822,12.326912,0.01149,1.1575563,0.003286,36.18885,0.03266,1.0690158,11.691306,0.0037983831,98.940906,,,1,,,,3.1264224E-6,22.703692,14.281169,3.2619133,0
3853018113.95262,,1857,3.50013,3.50013,6999.7607,9.8999999E-6,3.4806903,0.07348196,11.743687,0.01335,0.91086593,0.002556,34.284719,0.03795,1.6777387,12.187614,0.0034119145,98.906803,,,1,,,,2.8425495E-6,23.382612,12.115205,3.3739534,0
3853018314.23109,,1857,3.20017,3.20017,6999.8096,9.8999999E-6,3.1842161,0.0677573,11.000112,0.01425,0.70698149,0.002069,31.967704,0.04048,2.834317,12.527918,0.0030915216,98.846784,,,1,,,,2.5801922E-6,24.375227,10.139232,3.4545747,0
3853018517.34806,,1857,2.89998,2.89998,6999.7729,9.8999999E-6,2.8866486,0.062609145,9.9411943,0.01243,0.53880477,0.001737,28.790236,0.03533,3.1874883,12.68074,0.0026509368,98.849383,,,1,,,,2.2958438E-6,25.055837,8.3327403,3.4438533,0
3853018721.0906,,1857,2.59982,2.59982,6999.7607,9.8999999E-6,2.5924808,0.056568674,8.9154262,0.0111,0.40331828,0.00148,25.739665,0.03156,1.2598455,12.811693,0.002284711,98.830954,,,1,,,,2.0321061E-6,25.361481,6.7209568,3.4389555,0
3853018927.59493,,1857,2.29993,2.29993,6999.7607,9.8999999E-6,2.3002758,0.050736179,7.9498492,0.0103,0.2951356,0.001249,22.887453,0.02926,0.53811096,13.055371,0.0020374673,98.759315,,,1,,,,1.7745691E-6,25.623387,5.2912685,3.4560418,0
3853019135.55176,,1857,1.99994,1.99994,6999.7852,9.8999999E-6,2.0088109,0.045254683,7.0134609,0.009082,0.21157201,0.001043,20.14281,0.02581,0.47347807,13.340557,0.0017830757,98.697729,,,1,,,,1.5294014E-6,26.110742,4.0353211,3.4913495,0
3853019594.02152,Error: Warning: Current field is 9999.6484 Oe;
3853019594.06064,Error: but addenda was obtained at 0.14392263 Oe.
3853019705.95998,,1857,19.9996,19.9996,9999.708,9.8999999E-6,20.18692,0.42755461,31.407289,0.08086,77.589516,0.1814,166.84447,0.2298,0.61239348,7.2918312,0.038266463,97.909195,,,1,,,,2.3021585E-5,14.182561,407.51174,1.5558237,0
